source_id,relation,target_id,domain,centrality_tier,book_pages,provenance,source_units,notes,resolution_status
C-PSEUDO-REFERENCE,watershed_between,C-DRAMATIC-ACT,critical-diagnosis,2,481,burke,GM-11,Winters on Gerontion — actions transforming into events,heuristic-pending-3A
C-PSEUDO-REFERENCE,produces,C-LYRIC-EVENT,critical-diagnosis,2,481,burke,GM-11,events become scenic mood-imagery purveying attitudes,heuristic-pending-3A
C-POETIC-I-UNIVERSALIZED,fills,C-UNIVERSE-OF-DISCOURSE,burke-poetics,2,480,burke,GM-11,lyric character almost completely universalized — Olson + Burke,heuristic-pending-3A
C-POEM-AS-ACT,resolves,C-INTRINSIC-EXTRINSIC,burke-resolution,1,482,burke,GM-11,load-bearing — third option suppressed by Crane exemplar/object dichotomy,heuristic-pending-3A
C-POEM-AS-ACT,supplements,C-PERFECTION-FINISHEDNESS,burke-resolution,1,483,burke,GM-11,act-into-object admits internal-structure AND act-scene analyses,heuristic-pending-3A
C-POEM-AS-ACT,third_option_to,C-CRANE-DICHOTOMY-EXEMPLAR-OBJECT,burke-critique,1,482,burke,GM-11,pentad pries open suppressed option,heuristic-pending-3A
C-PERFECTION-FINISHEDNESS,intrinsic_pole_of,C-POEM-AS-ACT,dramatism,1,482,burke,GM-11,part-whole relationships of finished work,heuristic-pending-3A
C-COMPREHENSIVE-ACT-STAGES,supplements,C-PERFECTION-FINISHEDNESS,dramatism,2,483,burke,GM-11,terms of one poem qualified by use in other poems,heuristic-pending-3A
C-COMPREHENSIVE-ACT-STAGES,deflates,C-SUI-GENERIS-UNIQUENESS,burke-critique,2,478,burke,GM-11,Maclean and Olson sui generis conclusions blocked,heuristic-pending-3A
C-HAECCEITAS,diagnostic_of,C-NEO-ARISTOTELIAN-OBJECT,critical-history,2,483,burke,GM-11,Scotist haecceitas pattern — uniqueness-plus-kind,heuristic-pending-3A
C-HAECCEITAS,risks,C-ANGELOLOGY-OF-POEMS,burke-warning,2,484,burke,GM-11,Aquinas angels each genus-and-individual — pure forms without matter,heuristic-pending-3A
C-DRAMATISM-VS-ARISTOTELIANISM,supersedes,C-NEO-ARISTOTELIAN-OBJECT,burke-trilogy,1,482,burke,GM-11,trade-name should be dramatism rather than Aristotle,heuristic-pending-3A
C-DRAMATISM-VS-ARISTOTELIANISM,deploys,C-PENTAD,dramatism,1,482,burke,GM-11,Act/Scene/Agent/Agency/Purpose as the apparatus,heuristic-pending-3A
C-SUBSTANCE-LINK,bridges,GM-02-ANTINOMIES,burke-pipeline,1,465,burke-pipeline,GM-11,GM-11 historicizes GM-02 substance vocabulary across four-stage dialectic,heuristic-pending-3A
C-CIRCUMFERENCE-LINK,bridges,GM-03-SCOPE,burke-pipeline,1,465,burke-pipeline,GM-11,intrinsic-scope choice IS circumference choice,heuristic-pending-3A
C-INTRINSIC-EXTRINSIC,bridges_to_dissertation,DISS-GAME-AS-TEXT-SCOPE,dissertation,1,465,dissertation,GM-11,what counts as the game — software / designer-intent / community / streaming / mods,heuristic-pending-3A
C-POEM-AS-ACT,bridges_to_dissertation,DISS-GAME-AS-CONSTITUTIVE-ACT,dissertation,1,482,dissertation,GM-11,game-as-act surviving as artifact-constitution re-enacted by players,heuristic-pending-3A
C-REST-TWO-SENSES,bridges_to_dissertation,DISS-ENGAGEMENT-VS-ACT,dissertation,1,475,dissertation,GM-11,engagement-metric motion-vocabulary vs act-of-playing action-vocabulary,heuristic-pending-3A
C-ATTITUDE-INCIPIENT-ACT,bridges_to_dissertation,DISS-GAME-AFFORDANCES-AS-ATTITUDE,dissertation,1,476,dissertation,GM-11,held-but-not-pressed button; menu-open contemplation; thinking-face,heuristic-pending-3A
C-COMPREHENSIVE-ACT-STAGES,bridges_to_dissertation,DISS-FRANCHISE-OEUVRE-ANALYSIS,dissertation,2,483,dissertation,GM-11,FromSoftware Souls / Mario lineage as comprehensive-act,heuristic-pending-3A
C-SCENE-AGENT-RATIO,bridges_to_calleja,CALLEJA-PIM-INCORPORATION,cross-pipeline,2,474,dissertation,GM-11,scene-agent identification as Burke-side analogue of incorporation,heuristic-pending-3A
C-ATTITUDE-INCIPIENT-ACT,bridges_to_calleja,CALLEJA-PIM-AFFECTIVE-INVOLVEMENT,cross-pipeline,2,476,dissertation,GM-11,attitude-as-incipient-act maps onto affective involvement,heuristic-pending-3A
C-ENTELECHY,bridges_to_aristotle,ARIST-ENERGEIA-ENTELECHEIA,cross-pipeline,1,467,exegetical,GM-11,EXEGETICAL — Burke himself reads Aristotle on entelechy in genus,heuristic-pending-3A
C-MOTION-ACTION,bridges_to_aristotle,ARIST-PRIMUM-MOBILE,cross-pipeline,1,475,exegetical,GM-11,EXEGETICAL — Burke reads Aristotelian rest-as-end-of-action,heuristic-pending-3A
C-COMPREHENSIVE-ACT-STAGES,bridges_to_aristotle,ARIST-POETICS-CH6-CH12,cross-pipeline,1,478,exegetical,GM-11,EXEGETICAL — Poetics two part-whole frameworks apply to tragedies as class,heuristic-pending-3A
C-ATTITUDE-INCIPIENT-ACT,bridges_to_gross,GROSS-UNCOMFORTABLE-SITUATED-EMOTION,cross-pipeline,2,476,anticipatory,GM-11,incipient-act attitude ↔ situated/pre-affective emotion,heuristic-pending-3A
C-SCENE-AGENT-RATIO,anticipatorily_bridges,HEIDEGGER-BEFINDLICHKEIT-STIMMUNG,cross-pipeline,2,474,anticipatory,GM-11,mood-as-ground for agent comportment — Dasein attunement parallel,heuristic-pending-3A
C-INTRINSIC-EXTRINSIC,anticipatorily_bridges,UEXKULL-UMWELT-SCOPE,cross-pipeline,2,468,anticipatory-parallel-discovery,GM-11,Spinoza totality + Uexküll Umwelt — both arrive at subjectively-constituted scenic ground,heuristic-pending-3A
C-MOTION-ACTION,anticipatorily_bridges,HEIDEGGER-KINESIS-ENERGEIA-BCAP,cross-pipeline,1,475,anticipatory,GM-11,rest-as-end-of-action ↔ telos of kinesis in BCAP,heuristic-pending-3A
C-POEM-AS-ACT,anticipatorily_bridges,RICKERT-AMBIENT-RHETORIC,cross-pipeline,2,482,anticipatory,GM-11,act surviving as constitution within ambient enactment-scene,heuristic-pending-3A
C-LYRIC-STASIS,bridges_to_keats_unit,GM-10-KEATS-FAIR-ATTITUDE,burke-pipeline,1,476,burke-pipeline,GM-11,Grecian Urn fair Attitude as the load-bearing GM-10 precedent,heuristic-pending-3A
C-COMPREHENSIVE-ACT-STAGES,bridges_to_moore_unit,GM-12-MOORE-OEUVRE,burke-pipeline,1,483,burke-pipeline,GM-11,Moore essay instantiates the comprehensive-act-stages methodology,heuristic-pending-3A
C-THREE-LEVELS,bridges_to_rhetoric_volume,BURKE-RHETORIC-OF-MOTIVES,burke-trilogy,1,465,burke-pipeline,GM-11,Rhetoric level developed in 1950 volume — forward reference,heuristic-pending-3A
C-ATTITUDE-INCIPIENT-ACT,bridges_to_rhetoric_volume,BURKE-RHETORIC-ATTITUDE-SIXTH-TERM,burke-trilogy,1,476,burke-pipeline,GM-11,Attitude becomes 6th pentad term in Rhetoric of Motives,heuristic-pending-3A
C-DRAMATISM-VS-ARISTOTELIANISM,bridges_to_intro,GM-00-INTRO-PENTAD,burke-pipeline,1,482,burke-pipeline,GM-11,pentad deployed to dissolve Crane dichotomy,heuristic-pending-3A
C-INTRINSIC-EXTRINSIC,bridges_to_constitutions,GM-08-CONSTITUTIONS,burke-pipeline,2,482,burke-pipeline,GM-11,constitutive-act language parallels GM-08 constitutional analysis,heuristic-pending-3A
C-NEO-ARISTOTELIAN-OBJECT,polemical_target,C-CRANE-PREFATORY-NOTE,critical-history,1,470,burke,GM-11,three University Review essays — Crane Maclean Olson,heuristic-pending-3A
C-WORDSWORTH-SONNET,worked_example_of,C-SCENE-AGENT-RATIO,burke-method,1,473,burke,GM-11,beauteous evening sonnet analyzed via scene-agent ratio,heuristic-pending-3A
C-YEATS-BYZANTIUM,worked_example_of,C-LYRIC-EVENT,burke-method,1,479,burke,GM-11,Olson Sailing to Byzantium as dramatistic-in-practice,heuristic-pending-3A
C-KEATS-GRECIAN-URN,worked_example_of,C-ATTITUDE-INCIPIENT-ACT,burke-method,1,476,burke,GM-11,fair Attitude as summational moment of arrested action,heuristic-pending-3A
C-TINTERN-ABBEY-PASSAGE,worked_example_of,C-MOTION-ACTION,burke-method,1,477,burke,GM-11,motion of our human blood vs living soul — bodily motion vs mental action,heuristic-pending-3A
C-STATIONS-OF-CROSS,diagnostic_for,C-LYRIC-STASIS,burke-method,2,476,burke,GM-11,one Station = lyric; fourteen-Station progression = dramatic,heuristic-pending-3A
C-WINTERS-PSEUDO-REFERENCE,reframed_as,C-LYRIC-EVENT,burke-method,2,481,burke,GM-11,Gerontion chain-of-acts as watershed dramatic-to-lyric,heuristic-pending-3A
