source,relation,target,locus,note,unit
bor-sec-16,shifts-debate-axis,mood vs. emotion (intentionality) debate,p.3-4,"Reframes 'what is boredom' debates around Prinz's intentionality criterion, positioning phenomenological/philosophical sources (Heidegger, Schopenhauer, Bollnow, Prinz) against the ed-psych literature's mood/emotion conflation (FE).",bor-sec-16
bor-sec-16,defines,"academic boredom (Götz & Hall, 2014)",p.4,"Educational-psychological construct addressing boredom without differentiating mood from emotion, treating moods as 'low-intensity emotions' (FAITHFUL-Feldges, p.4).",bor-sec-16
bor-sec-16,cites,"Nietzsche, Friedrich (via Pattison, 2013)",p.3,"Boredom as a statement about a task/society/world not being worth attention, rather than a report of inner state (FE).",bor-sec-16
bor-sec-16,cites,"Kierkegaard, Søren (via Pattison, 2013)",p.3,"Boredom as 'the root of all evil' — the paper's opening foil, which it ultimately declines to endorse outright (FE).",bor-sec-16
bor-sec-16,cites,"Nagel, Thomas — 'What is it like to be a bat?' (1979)",p.3,"Boredom as a private, first-person-exclusive experience; also structures the title/framing of §5, 'What is it like to be bored?' (FE).",bor-sec-16
bor-sec-16,grounds-measure,Boredom Experiment (VR Attention Study) dataset channels,n/a,"****** UNVERIFIED: measure-modality mismatch — this review discusses self-report interviews, autonomic arousal (HR/skin-conductance), and general DMN/ECN neuroimaging, not EEG-specific, pupillometric, or gaze/eye-tracking channels; any grounds-measure linkage to the VR Attention Study's actual instrumentation needs independent confirmation (P/anticipatory-application).",bor-sec-16
bor-sec-16,bridges-to-part-iii,Part III student-boredom survey construct,n/a,"P/anticipatory-application — the antecedent/resultant-state conflation critique cautions against reading Part III boredom self-report items as capturing a single unitary construct rather than a mix of precursor, core, and consequence states.",bor-sec-16
bor-sec-16,bridges-to-part-iii,Part III lab-VR vs. deployment-2D-PC poles,n/a,"P/anticipatory-application — the critique of 'frontal instruction' as a compliant-student, receptive-but-passive format offers an interpretive frame for elevated boredom readings in the more passive/2D-deployment pole, alongside a structural (non-pedagogical) reading.",bor-sec-16
bor-sec-07,treats-construct,profound/deep boredom (FCM 3rd form),pp.606-609,Central construct; 'it is boring for one' extended into pedagogical resoluteness and edification (FE).,bor-sec-07
bor-sec-07,treats-construct,being-bored-by (1st form),p.605,"Train-station/'passing the time' paraphrase of FCM's first form (FAITHFUL-Gibbs, p.605).",bor-sec-07
bor-sec-07,treats-construct,being-bored-with (2nd form),pp.605-606,"Dinner-party example; standing-time/prolonged 'now' (FAITHFUL-Gibbs, pp.605-606).",bor-sec-07
bor-sec-07,treats-construct,temporality of boredom (time-drag),"pp.602-603, 605-607",Datable/world time vs. originary temporality; Augenblick unifies past-present-future (FE).,bor-sec-07
bor-sec-07,treats-construct,monotony/meaninglessness,"pp.601-602, 606","Simmel's loss-of-goals frame + 'a life going nowhere' for the second form (FAITHFUL-Gibbs, p.606).",bor-sec-07
bor-sec-07,treats-construct,flow/engagement (contrast pole),pp.601-603,"'Busyness' and consumerist distraction as the inauthentic alternative that forecloses profound boredom, not a positive engaged state (FE).",bor-sec-07
bor-sec-07,treats-construct,boredom-as-regulatory-signal (functional account),"pp.602, 606, 611","Philosophical/edifying functional reading, not an empirical regulatory theory -- distinct from Elpidorou's account (bor-sec-25/26) (P/anticipatory-application).",bor-sec-07
bor-sec-07,bridges-to-fcm,fcm-04-first-form,FCM pp.93-100 (book pp.78-105),"Direct paraphrase of Hingehaltenheit/dragging-time analysis; 'confrontation with time,' 'time drags and paralyzes' (FAITHFUL-Gibbs, p.605).",bor-sec-07
bor-sec-07,bridges-to-fcm,fcm-05-second-form,FCM pp.112-126 (book pp.106-131),"Dinner-party example + standing-time paraphrase closely tracks FCM's own evening-invitation reading (FAITHFUL-Gibbs, pp.605-606).",bor-sec-07
bor-sec-07,bridges-to-fcm,fcm-06-third-form,FCM pp.134-151 (book pp.132-159),"Sustained treatment of das Man, indifference-enveloping-beings-as-a-whole, telling refusal, and the Augenblick as resolute self-disclosure (FAITHFUL-Gibbs, pp.606-609).",bor-sec-07
bor-sec-07,bridges-to-fcm,fcm-07-particular-profound,FCM p.164 (book pp.160-168),"Near-verbatim quotation of the 'learned competencies...suffocation' passage from FCM Ch.5 Sec38a -- precise, previously unflagged locus match (FAITHFUL-Gibbs, p.610).",bor-sec-07
bor-sec-07,extends-reading-of,fcm-06-third-form,pp.607-611,Extends the Augenblick beyond FCM's own 'world' hinge into an explicit workplace/classroom pedagogy and Rortyan edification FCM's text does not itself develop (FE).,bor-sec-07
bor-sec-07,extends-reading-of,fcm-07-particular-profound,pp.609-610,"Imports the kairos/phronesis (practical wisdom) analogy (via Dreyfus 2004, Brogan 2005) to gloss resolute self-disclosure -- material external to FCM's own text (FE).",bor-sec-07
bor-sec-07,cites,"Dreyfus, H. (Being-in-the-World, 1992)",p.602,'Total gestalt switch of Dasein's way of being-in-the-world from inauthentic to authentic' quote.,bor-sec-07
bor-sec-07,cites,"Dreyfus, H. (2004 essay on Div. I/II)",pp.608-609,"Phronimos/resolute-individual analogy: acts on past experience and spontaneous situational understanding, not average rule-following.",bor-sec-07
bor-sec-07,cites,"McNeill, W. (Glance of the Eye, 1999)","pp.608, 611",Augenblick's finite duration ('demands a certain duration'); 'learning to dwell in this very coming' quote.,bor-sec-07
bor-sec-07,cites,"Blattner, W. (Heidegger's Being and Time, 2006)",p.608,'Moment of vision encompasses who I find myself to be and am able to go forward as' quote.,bor-sec-07
bor-sec-07,cites,"Boss, M. (2009)",pp.605-606,Source of the 'I bore myself' gloss and the shared 'being held up and being left empty' formula for forms one and two.,bor-sec-07
bor-sec-07,cites,"Biceaga, V. (2006)",p.606,'Having one's possibilities suspended' gloss on the third form's telling refusal.,bor-sec-07
bor-sec-07,cites,"Rorty, R. (Philosophy and the Mirror of Nature, 1979)",pp.610-611,Edification/ironist framework imported to gloss the pedagogical use of profound boredom; 'edifying discourse is supposed to be abnormal' quote (p.360).,bor-sec-07
bor-sec-07,cites,"Rorty, R. (Education as Socialization and as Individualization)",p.611,Compulsory education as acculturation to das Man vs. higher education as ironist questioning; NOTE Gibbs's in-text date (1979) conflicts with his own reference-list date (1999) for this essay.,bor-sec-07
bor-sec-07,cites,"Kierkegaard, S. (Either/Or, 2004)",p.601,Boredom as 'the root of all evil' citation.,bor-sec-07
bor-sec-07,cites,"Simmel, G. (1991)",pp.601-602,'Loss of identity and meaningfulness' / 'chains of undertaking and institutions' quote; NOTE Gibbs's in-text year (1978) does not match his own reference-list entry (1991) for this source.,bor-sec-07
bor-sec-07,cites,"Benjamin, W. (Arcades Project / Storyteller, 2002)","pp.601, 606",Epigraph ('boredom is the dream bird that hatches the egg of experiences') + atrophy-of-experience framing.,bor-sec-07
bor-sec-07,cites,"Svendsen, L. (A Philosophy of Boredom, 2005)",p.601,'Supplication of meaning' framing of the modernity-boredom link.,bor-sec-07
bor-sec-07,cites,"Goodstein, E.S. (Experience Without Qualities, 2005)",p.601,Modernization 'rationalized and commoditised the conditions of human existence' quote.,bor-sec-07
bor-sec-07,cites,"Pezze, B.D. & Salzani, C. (2009)",p.601,Traces the philosophical/sociological boredom-and-modernity literature.,bor-sec-07
bor-sec-07,cites,"McDonald, W. (Kierkegaard's Demonic Boredom, 2009)",p.601,"Boredom as 'psychological malady, social malaise, or aesthetic challenge, rather than a sin.'",bor-sec-07
bor-sec-07,cites,"Mansikka, J.-E. (2009)","pp.602, 611","Cited as a prior education-sphere treatment of Heideggerian boredom, framing and closing the paper's pedagogical argument.",bor-sec-07
bor-sec-07,cites-cluster-author,bor-sec-18,"pp.602, 611","Gibbs's citation 'Mansikka (2009), Can boredom educate us?..., Studies in Philosophy of Education 28, 255-268' is title-identical to this cluster's bor-sec-18 entry (manifest attributes it to 'Standish, P., 2015') -- flagged for Phase-3 author/attribution verification; likely a manifest transcription slip rather than two distinct articles (P/anticipatory-application).",bor-sec-07
bor-sec-07,cites,"Stafford, S.P. & Gregory, W.T. (2006)",p.602,"'Heidegger's phenomenology of boredom, and the scientific investigation of conscious experience' -- Gibbs's own bridge from phenomenology toward empirical/scientific boredom research (FE).",bor-sec-07
bor-sec-07,cites,"Witt, C. (Ways of Being, 2003)",p.609,Moment of vision's 'causal power' read as a disposition to change independent of dunamis (capability) and energeia (intent).,bor-sec-07
bor-sec-07,cites,"Brogan, W. (Heidegger and Aristotle, 2005)",pp.608-609,Phronimos's practical wisdom 'lies in the capacity to call himself or herself back resolutely.',bor-sec-07
bor-sec-07,cites,"Zimmerman, M. (Heidegger, Buddhism and Deep Ecology, 1993)",p.608,Augenblick's 'obvious links to notions of detachment or enlightenment in Buddhism.',bor-sec-07
bor-sec-07,cites,"Thomson, I. (Heidegger on Ontotheology, 2005; misspelled 'Thompson' by Gibbs)",p.612,'Ways of restoring meaning to the increasingly formal and empty ideals guiding contemporary education' quote.,bor-sec-07
bor-sec-07,cites-cluster-author,bor-sec-19,p.612,"Same author (Iain Thomson) as this cluster's bor-sec-19 ('Heidegger on Ontological Education,' 2001) but a different text (Heidegger on Ontotheology, 2005); author-level cluster connection only, not a shared-work citation (P/anticipatory-application).",bor-sec-07
bor-sec-07,cites,"Husserl, E. (On the Phenomenology of Internal Time-Consciousness, 2008)",p.601,Cited alongside Heidegger as a source for boredom read as a relationship to time.,bor-sec-07
bor-sec-07,cites,"Kant, I. (Lectures on Ethics, 2001)",p.601,Cited for the purposeful-vs-idle-activity framing in boredom's intellectual history.,bor-sec-07
bor-sec-07,contests-reading-of,Breidenstein (2007); Mann & Robinson (2009); Belton & Priyadharshini (2007),pp.603-604,Gibbs explicitly rejects the mainstream educational-literature view that boredom is a 'flaw' in the educational process solved by more entertaining/technologically experimental teaching (FE).,bor-sec-07
bor-sec-07,instances-in-text,das Man / the one,p.606,Extended discussion of conformity/entrainment vs. authentic self-disclosure through 'the one.',bor-sec-07
bor-sec-07,instances-in-text,Augenblick (moment of vision),pp.607-609,"Central organizing concept of the paper's second half; ecstasis, not an instant, combines past/present/future.",bor-sec-07
bor-sec-07,instances-in-text,kairos / phronesis analogy,p.608,Resolute self-disclosure likened to practical wisdom's 'momentary glance' at the concrete Situation.,bor-sec-07
bor-sec-07,instances-in-text,dunamis / energeia,p.609,Capability-vs-actualization frame borrowed from Heidegger's Aristotle's Metaphysics Force lectures.,bor-sec-07
bor-sec-07,bridges-to-part-iii,Part III student-boredom / VLE disengagement analysis,n/a,"Gibbs's edifying-boredom frame offers a philosophical counterweight to a purely deficit reading of student boredom, complementing the cluster's logged VLE proximity-voice correction (student-side activation vs. design/grouping failure) (P/anticipatory-application).",bor-sec-07
bor-sec-07,bridges-to-part-iii,Boredom Secondary Strand B (education) -- bor-sec-16/18/19,n/a,"Though filed under Strand A for its primary Heideggerian orientation, Gibbs's subtitle ('Learning from Moments of Vision') and its workplace/classroom/home pedagogy focus make it a natural cross-note to Strand B's education cluster, per the task brief's explicit flag (P/anticipatory-application).",bor-sec-07
bor-sec-07,qualifies,measurement of 'moments of vision' via survey/EEG/gaze instrumentation,pp.610-611,Gibbs's own argument that authentic disclosure exceeds instrumental/competency accounting cautions against operationalizing the Augenblick as a measurable construct in Part III's empirical chapters (P/anticipatory-application).,bor-sec-07
bor-sec-45,treats-construct,profound/deep boredom (FCM 3rd form),p.11,"Single passing textual mention: quotes IM 1-2 naming 'a spell of boredom' alongside despair and joy as moods in which Leibniz's question 'resounds'; wasteland/indifference language anticipates but is not FCM's own three-forms apparatus, which this chapter never cites (FAITHFUL-O'Brien, p.11).",bor-sec-45
bor-sec-45,treats-construct,monotony / meaninglessness,p.11,"Same IM 1-2 quotation: 'the stubborn ordinariness of beings lays open a wasteland in which it makes no difference to us whether beings are or are not' -- a compact pre-FCM statement of boredom-as-indifference, quoted rather than argued (FAITHFUL-O'Brien, p.11).",bor-sec-45
