source_id,relation,target_id,domain,centrality_tier,book_page,provenance,supporting_unit_ids,notes,source_id_original,target_id_original,resolution_status
C-003,bridges-to-pipeline,Uncomfortable Situations (Gross 2017),cross-pipeline,3,178,anticipatory-projection (dissertation),IG-10-INCORPORATION,Kumacho four-hours-of-besieging-then-breakthrough affect (lines 6259-6264) is uncomfortable-situations-adjacent; Rheric combat-readiness/aesthetic-discovery contrast (p.175) inverse situated-emotion,,,partial
C-003,bridges-to-pipeline,Dalton dissertation,cross-pipeline,1,N/A,dissertation-instrument,IG-10-INCORPORATION,Ch.10 supplies the volume's primary dissertation-construct: 5-component rubric mapped onto 6-dim PIM with macro/micro temporal culmination + double-axis bidirectional habitation metaphor,,,partial
IG-10:incorporation-rubric-R5,extends,IG-10:blending-of-dimensions,game-studies,1,170,text-anchored,IG-10-INCORPORATION,Lines 5961-5972 — incorporation as synthesis of movement+habitable-domain+other-agents+narratives+aesthetic-effects+rules/goals across 6 dimensions,,,unresolved
C-003,qualifies,IG-10:incorporation-vs-merely-involved,game-studies,1,173,text-anchored,IG-10-INCORPORATION,Synthesized across pp.169-173 — 5-component differentiator: simultaneity + spatial-kinesthetic-internalized + multi-dimensional blending + temporal-apex + intrusion-integration. Failure on any reduces state to involvement,,,partial
C-IG11-07,contests,IG-02:immersion-as-suspension-of-disbelief,game-studies,1,181-182 (lines 6309-6318),exegetical (Calleja-attested),IG-11-CONCLUSION,Suspension-of-disbelief diagnosis dismissed as ill-fitting for digital games because belief is enacted rather than withheld; Coleridge unnamed,,,unresolved
C-IG11-08,contests,IG-02:here-there-dichotomy-of-immersion-presence,game-studies,1,183 (lines 6362-6370),exegetical (Calleja-attested),IG-11-CONCLUSION,Here/there dichotomy critique of immersion + presence — Conclusion-level restatement of IG-10's central displacement move,,,unresolved
C-IG11-08,replaces-prior-construct,IG-02:immersion-presence-cluster,game-studies,1,183 (lines 6366-6370),exegetical (Calleja-attested),IG-11-CONCLUSION,Incorporation supplants immersion/presence by being coextensive with physical being rather than positing virtual-replaces-physical,,,unresolved
C-012,glosses,C-003,game-studies,1,182 (lines 6323-6331),exegetical (Calleja-attested),IG-11-CONCLUSION,Cybernetic looping of simulation and imagination is the Conclusion's compressed restatement of incorporation,,,resolved
C-IG11-09,recapitulates,IG-00:tripartite-frame-introduction,game-studies,2,182-183 (lines 6348-6357),exegetical (Calleja-attested),IG-11-CONCLUSION,Volume-level tripartite media-object/player/sociocultural-context frame restated as the binary-displacing apparatus,,,unresolved
C-IG11-01,recapitulates,IG-03:PIM-as-the-model,game-studies,1,184 (line 6388),exegetical (Calleja-attested),IG-11-CONCLUSION,'as the model has shown' — Conclusion's compressed citation of IG-03's PIM apparatus,,,unresolved
C-IG11-02,defines,future-research:phenomenology-of-incorporation,phenomenology,1,182 (lines 6343-6346),exegetical (Calleja-attested),IG-11-CONCLUSION,Calleja: experiential state has a phenomenology with specificities that bear further scrutiny. Single most leveraged future-research line.,,,unresolved
C-IG11-03,defines,future-research:decouple-play-from-current-media-objects,game-studies,1,184 (lines 6390-6392),exegetical (Calleja-attested),IG-11-CONCLUSION,Decoupling play from media-objects-currently-called-games as future-research charge,,,unresolved
C-IG11-01,defines,future-research:more-evolved-and-sensitive-modeling,game-studies,1,184 (lines 6426-6430),exegetical (Calleja-attested),IG-11-CONCLUSION,First considered step toward more evolved and sensitive modeling — volume's reflexive self-positioning,,,unresolved
C-IG11-04,defines,future-research:cultural-historical-arc-of-imagined-world-transmission,new-media,1,185 (lines 6445-6453),exegetical (Calleja-attested),IG-11-CONCLUSION,Spoken word -> print -> mechanical moving image -> networked digital simulation as future-trajectory anchor,,,unresolved
C-IG11-05,defines,future-research:poststructural-successor-modeling,game-studies,1,184 (lines 6411-6420),exegetical (Calleja-attested),IG-11-CONCLUSION,Structuralism-challenged-by-poststructuralism arc as canonical successor trajectory for PIM,,,unresolved
C-IG11-02,awaits-ontological-grounding-in,Phantasia-Cluster + BCAP + Bowin-AMT,phenomenology,1,182 (lines 6343-6346),anticipatory-projection (dissertation),IG-11-CONCLUSION,DISSERTATION POSITIONING: Calleja's 'phenomenology bears further scrutiny' invitation directly authorizes Layer-A Aristotelian/Heideggerian augmentation,,,unresolved
P-IG11-06,bridges-to-pipeline,Dalton-dissertation,dissertation-instrument,1,184 (6426-6430) + 182 (6343-6346),anticipatory-projection (dissertation),IG-11-CONCLUSION,Dissertation occupies precisely the successor position Calleja anticipates; STRONGEST POSITIONING LEVERAGE in the volume,,,unresolved
C-IG11-03,bridges-to-pipeline,Dalton-dissertation,dissertation-instrument,1,184 (lines 6390-6392),anticipatory-projection (dissertation),IG-11-CONCLUSION,Decoupling play from current media-objects = dissertation's media-archaeological reach (Aristotelian play-as-practice can analyze pre-digital and non-game play alike),,,unresolved
IG-11,cites,Genette-1980-Narrative-Discourse,literary-theory,1,183-184 (lines 6393-6397),exegetical (Calleja-attested),IG-11-CONCLUSION,Genette's Narrative Discourse cited as exemplar of an incisive structural model,,,unresolved
IG-11,cites,Genette-1988-Narrative-Discourse-Revisited,literary-theory,1,184 (lines 6398-6403),exegetical (Calleja-attested),IG-11-CONCLUSION,Narrative Discourse Revisited cited as the model-revision vehicle responding to criticism of the 1980 work,,,unresolved
IG-11,cites,Proust-A-la-recherche-du-temps-perdu,literary-theory,2,183 (line 6397),exegetical (Calleja-attested),IG-11-CONCLUSION,Proust cited as the structuralist analytic target of Genette's narrative-time taxonomy,,,unresolved
C-IG11-13,defines,canonical-model-revision-trajectory,literary-theory,1,183-184 (lines 6393-6420),exegetical (Calleja-attested),IG-11-CONCLUSION,Genette case generalizes to the canonical structural-modelling-then-revision arc,,,unresolved
C-IG11-05,extends,literary-theory:structuralism-to-poststructuralism,literary-theory,1,184 (lines 6411-6420),exegetical (Calleja-attested),IG-11-CONCLUSION,Poststructuralism's greater attentiveness to taxonomy-undoing elements invoked as successor trajectory for any incisive analytic model,,,unresolved
C-IG11-01,qualifies,C-001,game-studies,1,184 (lines 6426-6430),exegetical (Calleja-attested),IG-11-CONCLUSION,PIM held as first considered step — flawed but essential at this stage — toward more evolved and sensitive modeling,,,partial
C-IG11-11,awaits-ontological-grounding-in,Bowin-AMT:aisthesis-kinesis,phenomenology,2,181 (lines 6314-6315),anticipatory-projection (dissertation),IG-11-CONCLUSION,Belief-created-through-action: action-as-constitutive claim mapped to Aristotelian motion-and-time apparatus,,,unresolved
C-IG11-10,awaits-ontological-grounding-in,BCAP:Zuhandenheit-everyday-environmentality,phenomenology,2,182 (lines 6338-6340),anticipatory-projection (dissertation),IG-11-CONCLUSION,'Place continuous with the haunts of everyday lives' evokes Heideggerian Zuhandenheit without naming it,,,unresolved
C-012,bridges-to-pipeline,Phantasia-Cluster:imagination-externalization,phantasia,1,182 (lines 6328-6331),anticipatory-projection (dissertation),IG-11-CONCLUSION,Imagination has existence outside the player's mind in the digitally materialized world — volume's most explicit imagination-externalization claim,,,partial
C-IG11-09,maps-to-pentad-term,Burke-pentad:Scene+Agent+Agency,rhetoric,3,182-183 (lines 6348-6357),anticipatory-projection (dissertation),IG-11-CONCLUSION,Tripartite media-object/player/sociocultural-context frame loosely maps to Burkean Scene/Agent/Agency ratios; wholly anticipatory,,,unresolved
C-012,maps-to-pentad-term,Burke:consubstantiation,rhetoric,3,182 (lines 6323-6331),anticipatory-projection (dissertation),IG-11-CONCLUSION,Cybernetic-looping framing's shared-substance structure parallels Burke consubstantiation; wholly anticipatory,,,partial
C-IG11-10,maps-to-uexkull-construct,Uexkull:Umwelt,biosemiotics,3,182 (lines 6338-6340),anticipatory-projection (dissertation),IG-11-CONCLUSION,'Place continuous with everyday haunts' candidate for Umwelt; Gibson-mediated chain falsified per Phase 0,,,unresolved
C-012,maps-to-uexkull-construct,Uexkull:Funktionskreis,biosemiotics,3,182 (lines 6334-6335),anticipatory-projection (dissertation),IG-11-CONCLUSION,'Environment's affordances and geography' candidate for Funktionskreis perception-action loop; singly-anchored,,,partial
C-IG11-17,instances-in-text,IG-00:autobiographical-opening,meta-textual,3,181 (lines 6291-6308) + IG-00,exegetical (Calleja-attested),IG-11-CONCLUSION,Second-person opening vignette of Conclusion mirrors Intro's autobiographical-experiential register — rhetorical bookending,,,unresolved
C-IG11-14,extends,D-003,game-studies,2,184-185 (lines 6432-6444),exegetical (Calleja-attested),IG-11-CONCLUSION,Collective co-production of game experience by design team + players + AI restates Shared dimension at peroration-level,,,partial
C-IG11-16,extends,D-005,game-studies,3,185 (lines 6457-6462),exegetical (Calleja-attested),IG-11-CONCLUSION,Arousal-spectrum peroration (calm sunset to FPS adrenaline) restates affective range; passing,,,partial
C-APX-01,instantiates,P-018,game-studies,,187-200,calleja-exegetical,IG-APX,The MMO-genre-profile concept is operationalized by the binary-comparative scaffold position.,,,partial
C-APX-02,supports,P-018,game-studies,,187-188,calleja-exegetical,IG-APX,MMORPG-vs-MMOFPS distinction grounds WoW's prototypicality claim.,,,partial
C-APX-02,supports,P-018,game-studies,,187-188,calleja-exegetical,IG-APX,MMORPG-vs-MMOFPS distinction grounds Planetside's prototypicality claim.,,,partial
C-APX-02,derives_from,Dungeons and Dragons,game-studies,,187,calleja-exegetical,IG-APX,Pen-and-paper RPG lineage (D&D 1974) anchors the MMORPG side of the distinction.,,,unresolved
C-APX-02,exemplifies,World War II Online,game-studies,,187,calleja-exegetical,IG-APX,WWII Online cited as long-range-combat MMOFPS comparator.,,,unresolved
C-APX-02,exemplifies,Face of Mankind,game-studies,,187,calleja-exegetical,IG-APX,Face of Mankind cited as MMOFPS comparator.,,,unresolved
C-APX-02,exemplifies,Huxley,game-studies,,187,calleja-exegetical,IG-APX,Huxley cited as forthcoming MMOFPS comparator. || canonical-id-resolution-pending,,,unresolved
Fine 1983,evidences,C-APX-02,game-studies,,187,calleja-exegetical,IG-APX,Fine cited for pen-and-paper RPG performance theory.,,,unresolved
Mackay 2001,evidences,C-APX-02,game-studies,,187,calleja-exegetical,IG-APX,Mackay cited for pen-and-paper RPG performance theory.,,,unresolved
C-APX-03,instantiates,World of Warcraft,game-studies,,188-190,calleja-exegetical,IG-APX,Azeroth's 96 regions / 2 continents instantiate virtual-topography concept.,,,unresolved
C-APX-03,instantiates,Planetside,game-studies,,189-190,calleja-exegetical,IG-APX,Auraxis's 10 continents / 5 caverns instantiate virtual-topography concept.,,,unresolved
C-APX-03,contrasts_with,Dark and Light,game-studies,,189,calleja-exegetical,IG-APX,Geologically realistic MMOG comparator highlights WoW's non-mimetic choice.,,,unresolved
C-APX-03,exemplifies,Half Life 2,game-studies,,189,calleja-exegetical,IG-APX,Half Life 2 cited as designed-channeling comparator (single-player FPS).,,,unresolved
C-APX-04,instantiates,World of Warcraft,game-studies,,190-191,calleja-exegetical,IG-APX,Warcraft trilogy backstory shows lore-as-narrative-scaffold (shallow).,,,unresolved
C-APX-04,instantiates,Planetside,game-studies,,191-192,calleja-exegetical,IG-APX,Three-faction premise shows lore-as-narrative-scaffold (factional anchor).,,,unresolved
Haelvon,evidences,C-APX-04,game-studies,,191,calleja-exegetical,IG-APX,Haelvon quotation evidences functional disinterest in WoW lore. || canonical-id-resolution-pending,,,unresolved
Nombril,evidences,C-APX-04,game-studies,,192,calleja-exegetical,IG-APX,Nombril quotation evidences ignoring quest storylines. || canonical-id-resolution-pending,,,unresolved
C-APX-05,instantiates,World of Warcraft,game-studies,,192-193,calleja-exegetical,IG-APX,Thousands of region-locked clone servers instantiate clone-worlds.,,,unresolved
C-APX-05,instantiates,Planetside,game-studies,,192-193,calleja-exegetical,IG-APX,Three non-regional clone servers instantiate clone-worlds.,,,unresolved
Ananke,evidences,C-APX-05,game-studies,,192,calleja-exegetical,IG-APX,Ananke quotation evidences social continuity across servers/games (SWG/WoW/DDO). || canonical-id-resolution-pending,,,unresolved
C-APX-06,instantiates,World of Warcraft,game-studies,,193,calleja-exegetical,IG-APX,'You are what you wear' instantiates customization-as-identity-axis via gear.,,,unresolved
C-APX-06,instantiates,Planetside,game-studies,,193-194,calleja-exegetical,IG-APX,Certification combinations instantiate customization-as-identity-axis via skill economy.,,,unresolved
Inauro,evidences,C-APX-06,game-studies,,193,calleja-exegetical,IG-APX,Inauro quotation evidences participant frustration with WoW avatar customization. || canonical-id-resolution-pending,,,unresolved
C-APX-07,instantiates,World of Warcraft,game-studies,,194,calleja-exegetical,IG-APX,300ms-tolerant queued actions instantiate latency-tolerant mechanics.,,,unresolved
C-APX-07,instantiates,Planetside,game-studies,,194,calleja-exegetical,IG-APX,Real-time aim instantiates latency-sensitive mechanics.,,,unresolved
C-APX-08,instantiates,World of Warcraft,game-studies,,195,calleja-exegetical,IG-APX,Unanimous 3rd-person play preference instantiates perspective-affordance.,,,unresolved
C-APX-08,instantiates,Planetside,game-studies,,195,calleja-exegetical,IG-APX,Mandatory 1st-person play instantiates perspective-affordance.,,,unresolved
C-APX-09,instantiates,World of Warcraft,game-studies,,195-196,calleja-exegetical,IG-APX,Level-gated absolute power instantiates level-progression concept.,,,unresolved
C-APX-09,instantiates,Planetside,game-studies,,197-198,calleja-exegetical,IG-APX,Certification-specialization instantiates the contrasting progression pole.,,,unresolved
C-APX-10,instantiates,World of Warcraft,game-studies,,196-197,calleja-exegetical,IG-APX,PvP-server griefing and corpse-camping instantiate the asymmetric-power abuse pattern.,,,unresolved
C-APX-11,instantiates,Planetside,game-studies,,198,calleja-exegetical,IG-APX,Shared XP for medic/engineer/hacker/driver instantiates support-role economy.,,,unresolved
Baal,evidences,C-APX-11,game-studies,,198,calleja-exegetical,IG-APX,Baal quotation evidences tactical role specialization (platoon-lead + engineer + infiltrator combo). || canonical-id-resolution-pending,,,unresolved
C-APX-12,instantiates,World of Warcraft,game-studies,,199-200,calleja-exegetical,IG-APX,Tightly scripted quests/battlegrounds instantiate scripted-gameplay pole.,,,unresolved
C-APX-12,instantiates,Planetside,game-studies,,199-200,calleja-exegetical,IG-APX,Player-generated continental campaigns instantiate emergent-gameplay pole.,,,unresolved
Kumacho,evidences,C-APX-13,game-studies,,199,calleja-exegetical,IG-APX,Kumacho quotation (D2A/GoTR outfits) evidences world-mutability and agency. || canonical-id-resolution-pending,,,unresolved
C-APX-13,instantiates,World of Warcraft,game-studies,,199-200,calleja-exegetical,IG-APX,Respawning mobs/NPCs/resources instantiate near-zero world-mutability.,,,unresolved
C-APX-13,instantiates,Planetside,game-studies,,200,calleja-exegetical,IG-APX,Persistent continental conquest instantiates substantive world-mutability.,,,unresolved
T-APX-01,emerges_from,C-APX-03,game-studies,,188-190,calleja-exegetical,IG-APX,Cohabitation-vs-competition tension emerges from differential social-space density.,,,unresolved
T-APX-02,emerges_from,C-APX-09,game-studies,,195-198,calleja-exegetical,IG-APX,Persistent-progression-vs-cyclical-warfare tension emerges from where the world locates persistence.,,,unresolved
T-APX-03,emerges_from,C-APX-12,game-studies,,199-200,calleja-exegetical,IG-APX,Scripted-vs-emergent tension is the analytic crystallization of the emergent-vs-scripted axis.,,,unresolved
C-APX-14,instantiates,P-018,game-studies,,187-200,calleja-exegetical,IG-APX,Binary-comparative scaffold concept is the position's mechanism.,,,partial
C-APX-15,supports,P-018,game-studies,,200,calleja-exegetical,IG-APX,Prototypicality justifies WoW's selection as case.,,,partial
C-APX-15,supports,P-018,game-studies,,200,calleja-exegetical,IG-APX,Prototypicality justifies Planetside's selection as case.,,,partial
C-APX-16,operationalizes,P-018,game-studies,,191-199,calleja-exegetical,IG-APX,Participant-quotation-embedding pattern is the evidentiary substrate of the scaffold method.,,,partial
